Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
40493179,10/08/2018 12:12:01 PM,10/31/2018 03:08:04 PM,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10456,1087 BOSTON ROAD,BOSTON ROAD,,,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,10/31/2018 03:08:04 PM,03 BRONX,2026070062,BRONX,1010466,240579,PHONE,Unspecified,BRONX,,,,,,,,40.8269703,-73.9052728,"(40.8269703, -73.9052728)"
33378060,05/17/2016 11:35:52 AM,05/20/2016 01:05:57 PM,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,11365,HORACE HARDING EXPRESSWAY,HORACE HARDING EXPRESSWAY,160 STREET,161 STREET,,,BLOCKFACE,FRESH MEADOWS,,N/A,Closed,05/27/2016 11:35:52 AM,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,05/20/2016 01:05:57 PM,08 QUEENS,,QUEENS,1037454,208299,PHONE,Unspecified,QUEENS,,,,,,,,40.7382492,-73.808012,"(40.7382492, -73.808012)"
25312910,04/06/2013 01:22:40 PM,04/09/2013 10:08:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11693,8200 SHOREFRONT PARKWAY,SHOREFRONT PARKWAY,BEACH 81 STREET,BEACH 84 STREET,,,ADDRESS,Far Rockaway,,N/A,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,04/09/2013 10:08:00 AM,Unspecified QUEENS,4161300001,QUEENS,1037822,152923,UNKNOWN,Unspecified,QUEENS,,,,,,,,,,
41908022,03/08/2019 05:52:00 PM,03/14/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11385,411 WOODWARD AVENUE,WOODWARD AVENUE,STANHOPE STREET,HIMROD STREET,,,ADDRESS,Ridgewood,,N/A,Closed,,,03/14/2019 12:00:00 AM,05 QUEENS,4033860004,QUEENS,1008630,197472,PHONE,Unspecified,QUEENS,,,,,,,,40.7086582,-73.9120633,"(40.7086582, -73.9120633)"
34605609,10/23/2016 02:48:39 PM,11/03/2016 08:58:25 AM,HPD,Department of Housing Preservation and Development,GENERAL,JANITOR/SUPER,RESIDENTIAL BUILDING,10019,859 9 AVENUE,9 AVENUE,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,11/03/2016 08:58:25 AM,04 MANHATTAN,1010650036,MANHATTAN,988041,218755,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7671075,-73.9863142,"(40.7671075, -73.9863142)"
23206465,05/10/2012 11:19:14 AM,05/14/2012 02:18:45 PM,DOT,Department of Transportation,Broken Parking Meter,Out of Order,Street,11217,222 FLATBUSH AVENUE,FLATBUSH AVENUE,DEAN STREET,BERGEN STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,05/30/2012 11:19:14 AM,The Department of Transportation has completed the request or corrected the condition.,05/14/2012 02:18:14 PM,06 BROOKLYN,,BROOKLYN,991113,187388,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6810108,-73.975256,"(40.6810108, -73.975256)"
15751112,01/17/2010 12:00:00 AM,01/21/2010 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11211,70 ROSS STREET,ROSS STREET,WYTHE AVENUE,BEDFORD AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",01/21/2010 12:00:00 AM,0 Unspecified,3021860001,Unspecified,994285,195587,UNKNOWN,Unspecified,Unspecified,,,,,,,,,,
30632312,05/16/2015 07:04:58 AM,05/16/2015 03:00:11 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,70-22 69 STREET,69 STREET,70 AVENUE,CENTRAL AVENUE,,,ADDRESS,RIDGEWOOD,,Precinct,Closed,05/16/2015 03:04:58 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,05/16/2015 02:59:14 PM,05 QUEENS,4036570016,QUEENS,1016372,196139,PHONE,Unspecified,QUEENS,,,,,,,,40.7049747,-73.8841449,"(40.7049747, -73.8841449)"
16861806,06/14/2010 12:00:00 AM,07/07/2010 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,10030,672 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST 141 STREET,WEST 145 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,07/07/2010 12:00:00 AM,0 Unspecified,1020510039,Unspecified,999417,239154,UNKNOWN,Unspecified,Unspecified,,,,,,,,,,
34170943,08/24/2016 04:35:00 PM,08/26/2016 12:00:00 PM,DSNY,Lot Cleaning,Vacant Lot,8 Request to Clean Vacant Lot,Lot,11233,39 ROCHESTER AVENUE,ROCHESTER AVENUE,HERKIMER STREET,ATLANTIC AVENUE,,,ADDRESS,BROOKLYN,,N/A,Pending,,The Department of Sanitation found an open service request already exists for the same location.,08/26/2016 12:00:00 PM,03 BROOKLYN,3017090008,BROOKLYN,1004366,186236,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6778287,-73.9274767,"(40.6778287, -73.9274767)"
32721999,02/18/2016 08:03:02 PM,02/23/2016 01:16:28 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10454,682 EAST 141 STREET,EAST 141 STREET,,,,,ADDRESS,BRONX,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,02/23/2016 01:16:28 AM,01 BRONX,2025680054,BRONX,1008362,233442,ONLINE,Unspecified,BRONX,,,,,,,,40.8073873,-73.9129009,"(40.8073873, -73.9129009)"
32922161,03/16/2016 01:23:28 PM,03/16/2016 04:09:36 PM,DOT,Department of Transportation,Sidewalk Condition,Blocked - Construction,Sidewalk,11105,22-32 49 STREET,49 STREET,DITMARS BOULEVARD,ASTORIA BOULEVARD,,,ADDRESS,ASTORIA,,N/A,Closed,03/26/2016 01:23:28 PM,The Department of Transportation contacted the customer and resolved the service request or provided the information requested.,03/16/2016 04:09:36 PM,01 QUEENS,4007580040,QUEENS,1011719,219246,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.7684133,-73.9008326,"(40.7684133, -73.9008326)"
36603036,07/03/2017 05:48:25 PM,07/05/2017 08:30:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11205,122 CLASSON AVENUE,CLASSON AVENUE,EMERSON PLACE,PARK AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,07/05/2017 08:30:00 AM,02 BROOKLYN,3018800055,BROOKLYN,994880,193026,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6964821,-73.9616654,"(40.6964821, -73.9616654)"
48444304,12/18/2020 02:41:29 PM,12/20/2020 06:27:42 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11691,249 BEACH   15 STREET,BEACH   15 STREET,,,,,ADDRESS,Far Rockaway,,,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",12/20/2020 06:27:42 PM,14 QUEENS,4156290062,QUEENS,1053933,156887,MOBILE,Unspecified,QUEENS,,,,,,,,40.597020881541596,-73.74907884692875,"(40.597020881541596, -73.74907884692875)"
38971872,04/18/2018 02:49:00 PM,07/31/2018 12:00:00 AM,DOT,Department of Transportation,Traffic Signal Condition,In Conduit,,11103,,,BROADWAY,43 ST,BROADWAY,43 STREET,INTERSECTION,Astoria,,N/A,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,07/31/2018 12:00:00 AM,01 QUEENS,,QUEENS,1007354,215392,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.75784758555258,-73.91660415727934,"(40.75784758555258, -73.91660415727934)"
37119651,09/06/2017 11:43:45 AM,09/06/2017 03:58:05 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10462,1229 CASTLE HILL AVENUE,CASTLE HILL AVENUE,ELLIS AVENUE,NEWBOLD AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,09/06/2017 07:43:45 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/06/2017 03:58:05 PM,09 BRONX,2038130049,BRONX,1025411,242728,ONLINE,Unspecified,BRONX,,,,,,,,40.8328117,-73.8512584,"(40.8328117, -73.8512584)"
16643434,05/12/2010 11:06:59 AM,06/02/2010 02:12:09 AM,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,10037,,,,,WEST 139 STREET,LENOX AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,06/02/2010 01:32:13 PM,"The complaint confirmation letter was not returned to the Taxi and Limousine Commission, therefore the complaint cannot be processed.",06/02/2010 02:12:09 AM,10 MANHATTAN,,MANHATTAN,1001137,236815,PHONE,Unspecified,MANHATTAN,,,Other,,,,,40.816662,-73.9389911,"(40.816662, -73.9389911)"
48024139,10/30/2020 09:09:09 AM,11/02/2020 05:50:06 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10461,1821 MAHAN AVENUE,MAHAN AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",11/02/2020 05:50:06 PM,10 BRONX,2041960018,BRONX,1031181,248641,MOBILE,Unspecified,BRONX,,,,,,,,40.84901241451358,-73.8303663339637,"(40.84901241451358, -73.8303663339637)"
45897786,03/26/2020 01:52:33 AM,03/26/2020 01:52:33 AM,DOB,Department of Buildings,Emergency Response Team (ERT),After Hours Work - Illegal,,11201,7 BOERUM PLACE,BOERUM PLACE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,03/26/2020 12:00:00 AM,02 BROOKLYN,3001530003,BROOKLYN,987264,191275,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6916819,-73.9891315,"(40.6916819, -73.9891315)"
19767844,02/05/2011 10:25:21 PM,02/06/2011 03:26:04 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11378,52-89 70 STREET,70 STREET,52 DRIVE,53 AVENUE,,,ADDRESS,MASPETH,,Precinct,Closed,02/06/2011 06:25:21 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,02/06/2011 03:26:04 AM,05 QUEENS,4024810003,QUEENS,1013660,205785,PHONE,Unspecified,QUEENS,,,,,,,,40.73146,-73.8938841,"(40.73146, -73.8938841)"
31216281,07/31/2015 09:18:17 PM,08/05/2015 10:45:45 AM,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,11374,98-10 64 AVENUE,64 AVENUE,,,,,ADDRESS,Rego Park,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,08/05/2015 10:45:45 AM,06 QUEENS,4021010001,QUEENS,1023603,205423,PHONE,Unspecified,QUEENS,,,,,,,,40.7304278,-73.8580104,"(40.7304278, -73.8580104)"
37379179,10/08/2017 11:42:02 AM,10/12/2017 05:07:25 PM,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10032,250 FT WASHINGTON AVENUE,FT WASHINGTON AVENUE,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,10/12/2017 05:07:25 PM,12 MANHATTAN,1021420001,MANHATTAN,1000443,246636,PHONE,Unspecified,MANHATTAN,,,,,,,,40.8436191,-73.9414746,"(40.8436191, -73.9414746)"
30701629,05/26/2015 12:00:00 AM,06/03/2015 12:00:00 AM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10457,1511 SHERIDAN AVENUE,SHERIDAN AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,06/03/2015 12:00:00 AM,04 BRONX,2028210068,BRONX,1008782,245677,PHONE,Unspecified,BRONX,,,,,,,,40.8409677,-73.911339,"(40.8409677, -73.911339)"
38318012,01/26/2018 09:54:14 AM,01/26/2018 12:55:39 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10460,1171 WYATT STREET,WYATT STREET,BRONX PARK AVENUE,MORRIS PARK AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,01/26/2018 05:54:14 PM,The Police Department issued a summons in response to the complaint.,01/26/2018 12:55:39 PM,06 BRONX,2039080043,BRONX,1018638,244881,PHONE,Unspecified,BRONX,,,,,,,,40.83875,-73.8757226,"(40.83875, -73.8757226)"
30282317,03/28/2015 02:11:53 AM,03/28/2015 06:55:02 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,10302,958 POST AVENUE,POST AVENUE,SIMONSON PLACE,DECKER AVENUE,,,ADDRESS,STATEN ISLAND,,Precinct,Closed,03/28/2015 10:11:53 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/28/2015 06:42:44 AM,01 STATEN ISLAND,5010290033,STATEN ISLAND,947458,169543,MOBILE,Unspecified,STATEN ISLAND,,,,,,,,40.6319565,-74.1325533,"(40.6319565, -74.1325533)"
45117977,12/07/2019 08:14:14 AM,12/08/2019 02:06:20 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385,1888 HART STREET,HART STREET,ONDERDONK AVENUE,WOODWARD AVENUE,ONDERDONK AVENUE,WOODWARD AVENUE,,RIDGEWOOD,HART STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,12/08/2019 07:06:22 AM,05 QUEENS,4033990034,QUEENS,1007856,197869,MOBILE,Unspecified,QUEENS,,,,,,,,40.7097499,-73.9148536,"(40.7097499, -73.9148536)"
35535415,02/20/2017 06:23:53 PM,03/27/2017 02:19:33 PM,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10031,508 WEST 151 STREET,WEST 151 STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Housing Preservation and Development was unable to access the rooms where the following conditions were reported. No violations were issued. The complaint has been closed.,03/27/2017 02:19:33 PM,09 MANHATTAN,1020820040,MANHATTAN,999357,241402,PHONE,Unspecified,MANHATTAN,,,,,,,,40.8292552,-73.9454115,"(40.8292552, -73.9454115)"
34542600,10/16/2016 12:31:58 AM,10/16/2016 04:22:45 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11357,,,,,149 STREET,WILLETS POINT BOULEVARD,INTERSECTION,WHITESTONE,,Precinct,Closed,10/16/2016 08:31:58 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/16/2016 04:22:45 AM,07 QUEENS,,QUEENS,1034756,222192,PHONE,Unspecified,QUEENS,,,,,,,,40.7763977,-73.8176434,"(40.7763977, -73.8176434)"
27911112,04/24/2014 10:43:00 PM,04/28/2014 12:00:00 PM,DSNY,A - Brooklyn,Dirty Conditions,E1 Improper Disposal,Sidewalk,11207,256 HIGHLAND BOULEVARD,HIGHLAND BOULEVARD,BULWER PLACE,HEATH PLACE,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,04/28/2014 12:00:00 PM,05 BROOKLYN,3038860026,BROOKLYN,1014064,187931,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6824537,-73.8925055,"(40.6824537, -73.8925055)"
32701129,02/16/2016 08:35:52 PM,03/31/2016 07:56:49 AM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11368,104-27 46 AVENUE,46 AVENUE,,,,,ADDRESS,Corona,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",03/31/2016 07:56:49 AM,04 QUEENS,4019890070,QUEENS,1023195,211290,PHONE,Unspecified,QUEENS,,,,,,,,40.746533,-73.8594486,"(40.746533, -73.8594486)"
43537807,08/13/2019 03:29:24 PM,08/14/2019 02:59:25 AM,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,11238,1111 FULTON STREET,FULTON STREET,CLAVER PLACE,FRANKLIN AVENUE,CLAVER PLACE,FRANKLIN AVENUE,,BROOKLYN,FULTON STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,08/14/2019 06:59:27 AM,03 BROOKLYN,3019970060,BROOKLYN,996166,187542,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.68142821215693,-73.95703748426672,"(40.68142821215693, -73.95703748426672)"
46752950,07/03/2020 08:55:06 AM,07/07/2020 09:05:16 PM,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11212,1698 PITKIN AVENUE,PITKIN AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,07/07/2020 09:05:16 PM,16 BROOKLYN,3035220014,BROOKLYN,1009084,183284,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6697141,-73.910478,"(40.6697141, -73.910478)"
48116118,11/09/2020 09:47:33 PM,11/09/2020 10:12:19 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10024,589 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST   88 STREET,WEST   89 STREET,WEST   88 STREET,WEST   89 STREET,,NEW YORK,AMSTERDAM AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/10/2020 03:12:23 AM,07 MANHATTAN,1012190001,MANHATTAN,991491,226827,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.789260886149705,-73.97385066924859,"(40.789260886149705, -73.97385066924859)"
23206508,05/10/2012 09:21:13 PM,08/27/2012 09:32:11 AM,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11367,64-12 155 STREET,155 STREET,64 AVENUE,65 AVENUE,,,ADDRESS,FLUSHING,,N/A,Closed,06/30/2012 11:18:19 AM,The Department of Parks and Recreation has corrected the condition.,08/27/2012 09:31:34 AM,08 QUEENS,4067430009,QUEENS,1035989,208092,PHONE,Unspecified,QUEENS,,,,,,,,40.7376897,-73.8133001,"(40.7376897, -73.8133001)"
46463507,06/13/2020 05:47:20 PM,06/13/2020 06:09:03 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Social Distancing,Store/Commercial,10014,183 WEST   10 STREET,WEST   10 STREET,7 AVENUE SOUTH,WEST    4 STREET,7 AVENUE SOUTH,WEST    4 STREET,,NEW YORK,WEST   10 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,06/13/2020 10:09:05 PM,02 MANHATTAN,1006110001,MANHATTAN,983473,206797,PHONE,Unspecified,MANHATTAN,,,,,,,,40.73428661860387,-74.00280365511169,"(40.73428661860387, -74.00280365511169)"
29785832,01/24/2015 04:26:43 PM,02/06/2015 12:00:00 AM,DOB,Department of Buildings,Electrical,Electrical Wiring Defective/Exposed,,11218,204 PROSPECT PARK SOUTH WEST,PROSPECT PARK SOUTH WEST,GREENWOOD AVENUE,EAST DRIVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",02/06/2015 12:00:00 AM,07 BROOKLYN,3052870038,BROOKLYN,991847,176958,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6523822,-73.9726213,"(40.6523822, -73.9726213)"
